1	3660676	3661050	375	210	62.0876250438913	-2.00329386666667
1	3661326	3661500	175	102	28.2950833625942	-0.695557142857143
1	3661976	3662325	350	275	48.3062708406486	-1.29391285714286
1	3984926	3985075	150	93	34.1879823073944	-0.816992
1	4424801	4424900	100	70	26.8023246007435	-0.66282
1	4482601	4482775	175	77	32.2288894195497	-0.778994285714286
1	4775576	4775875	300	210	46.3134120503457	-1.27111133333333
1	4804026	4804125	100	85	28.2335379387586	-0.715186
1	4832226	4832325	100	97	29.0016223214396	-0.727826
1	4847576	4847875	300	222	48.2795297780644	-1.07482166666667
1	4848301	4848425	125	124	28.5397325640813	-0.6816152
1	4933001	4933250	250	208	37.7088125219457	-1.040812
1	4966976	4967200	225	97.5	36.4725416812971	-0.788326666666667
1	5072926	5073400	475	244	111.621597826035	-4.91572442105263
1	5173651	5173875	225	138	35.5197454940617	-0.922732888888889
1	5218051	5218150	100	20	25.6482252479087	-0.61105
1	5251576	5251650	75	75	32.1554794160384	-0.8189
1	5251701	5251825	125	77	31.2372677803882	-0.7148016
1	5273251	5273325	75	59	26.4725416812971	-0.653796
1	5578651	5578750	100	85	30.1636019063823	-0.756378
1	5784876	5784975	100	100	25.5644831585768	-0.642064
1	5905676	5905900	225	216	40.3977529791386	-0.987850222222222
1	6204301	6204750	450	294	58.3900782621603	-1.60898577777778
1	6225601	6225800	200	113	33.4725416812971	-0.863809
1	6431626	6431700	75	49	29.3475991839306	-0.724753333333333
1	7043601	7043675	75	54	28.1445852338634	-0.671296
1	7089701	7089975	275	185	38.8962708406486	-1.02026218181818
1	7108876	7109200	325	218	42.6686213013528	-1.06071446153846
1	7133751	7133900	150	86	33.4725416812971	-0.868009333333333
1	7196251	7196625	375	146.5	34.7313542032428	-0.9235536
1	7299326	7299775	450	308	42.7197073863987	-1.06664155555556
1	7385701	7385775	75	57	26.3843552233295	-0.614908
1	7387876	7387950	75	72	27.6108445090879	-0.686733333333333
1	9288501	9288700	200	123	45.2921592401115	-1.2257445
1	9531451	9531575	125	78	33.7026825465248	-0.8339896
1	9535076	9535875	800	513	132.471407287721	-9.21992575
1	9538151	9538650	500	266	39.3224525359909	-0.9769934
1	9603651	9603950	300	150	46.0089145972322	-1.13994033333333
1	9690001	9690200	200	95	38.206717931736	-0.986771
1	9693276	9693350	75	56	27.9147512767737	-0.74142
1	9737401	9737875	475	363	33.0560544423732	-0.823633684210526
1	9738251	9738750	500	239	81.6096318533509	-2.2740844
1	9934101	9934175	75	72	35.3448029966952	-0.811664
